UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
372612	paperref:254171	paperref:254168	|	exists=EXIST:P=0.0,1.0
359164	paperref:256730	paperref:256731	|	exists=EXIST:P=0.0,1.0
347410	paperref:253949	paperref:258955	|	exists=NOTEXIST:P=1.0,0.0
334687	paperref:255047	paperref:256765	|	exists=NOTEXIST:P=1.0,0.0
369248	paperref:256054	paperref:254723	|	exists=NOTEXIST:P=1.0,0.0
334877	paperref:253953	paperref:257250	|	exists=NOTEXIST:P=1.0,0.0
334651	paperref:256765	paperref:257189	|	exists=NOTEXIST:P=1.0,0.0
348281	paperref:253464	paperref:258138	|	exists=NOTEXIST:P=1.0,0.0
369125	paperref:256179	paperref:253483	|
354517	paperref:257245	paperref:257538	|	exists=NOTEXIST:P=1.0,0.0
352365	paperref:258983	paperref:257823	|	exists=NOTEXIST:P=1.0,0.0
349211	paperref:258484	paperref:254387	|	exists=NOTEXIST:P=1.0,0.0
372706	paperref:256037	paperref:256040	|	exists=EXIST:P=0.0,1.0
340321	paperref:258176	paperref:253554	|
338307	paperref:253994	paperref:253800	|	exists=NOTEXIST:P=1.0,0.0
351703	paperref:254515	paperref:258801	|	exists=NOTEXIST:P=1.0,0.0
346881	paperref:254587	paperref:258501	|	exists=NOTEXIST:P=1.0,0.0
361695	paperref:255644	paperref:254104	|	exists=NOTEXIST:P=1.0,0.0
372559	paperref:257606	paperref:254520	|	exists=NOTEXIST:P=1.0,0.0
344494	paperref:257601	paperref:258950	|	exists=NOTEXIST:P=1.0,0.0
360094	paperref:257514	paperref:253997	|	exists=NOTEXIST:P=1.0,0.0
345939	paperref:254748	paperref:256967	|
374367	paperref:258848	paperref:257999	|	exists=NOTEXIST:P=1.0,0.0
355304	paperref:257099	paperref:257102	|	exists=EXIST:P=0.0,1.0
373016	paperref:254523	paperref:257603	|	exists=NOTEXIST:P=1.0,0.0
377968	paperref:255982	paperref:255984	|	exists=EXIST:P=0.0,1.0
347237	paperref:255011	paperref:254589	|	exists=NOTEXIST:P=1.0,0.0
344295	paperref:253943	paperref:253946	|	exists=EXIST:P=0.0,1.0
359918	paperref:253991	paperref:254939	|
362239	paperref:258633	paperref:258634	|
350447	paperref:253947	paperref:256588	|	exists=NOTEXIST:P=1.0,0.0
375967	paperref:253613	paperref:258944	|	exists=NOTEXIST:P=1.0,0.0
368378	paperref:256722	paperref:258224	|	exists=NOTEXIST:P=1.0,0.0
345999	paperref:258788	paperref:256753	|	exists=NOTEXIST:P=1.0,0.0
377201	paperref:254751	paperref:257884	|
357913	paperref:254330	paperref:257742	|
332795	paperref:254988	paperref:254879	|	exists=NOTEXIST:P=1.0,0.0
344959	paperref:258767	paperref:258768	|	exists=EXIST:P=0.0,1.0
378625	paperref:253845	paperref:255316	|	exists=NOTEXIST:P=1.0,0.0
367128	paperref:255099	paperref:258132	|
353230	paperref:258470	paperref:255932	|
347970	paperref:257200	paperref:257943	|	exists=NOTEXIST:P=1.0,0.0
352712	paperref:253933	paperref:255886	|	exists=NOTEXIST:P=1.0,0.0
333308	paperref:254987	paperref:253872	|
344705	paperref:257450	paperref:254485	|	exists=NOTEXIST:P=1.0,0.0
338006	paperref:255539	paperref:254838	|	exists=NOTEXIST:P=1.0,0.0
351470	paperref:253996	paperref:255100	|	exists=NOTEXIST:P=1.0,0.0
351322	paperref:258802	paperref:257602	|	exists=NOTEXIST:P=1.0,0.0
332964	paperref:253954	paperref:256588	|	exists=NOTEXIST:P=1.0,0.0
345007	paperref:258045	paperref:257943	|	exists=NOTEXIST:P=1.0,0.0
347683	paperref:257945	paperref:257193	|	exists=NOTEXIST:P=1.0,0.0
364680	paperref:257194	paperref:254114	|	exists=NOTEXIST:P=1.0,0.0
364487	paperref:253779	paperref:258571	|	exists=NOTEXIST:P=1.0,0.0
349362	paperref:255102	paperref:255100	|	exists=EXIST:P=0.0,1.0
350659	paperref:255639	paperref:253948	|	exists=NOTEXIST:P=1.0,0.0
342871	paperref:253897	paperref:257885	|	exists=NOTEXIST:P=1.0,0.0
362401	paperref:255642	paperref:254677	|	exists=NOTEXIST:P=1.0,0.0
363939	paperref:254348	paperref:255459	|
361507	paperref:253776	paperref:255643	|	exists=NOTEXIST:P=1.0,0.0
369203	paperref:253705	paperref:255264	|
378749	paperref:258357	paperref:255311	|	exists=NOTEXIST:P=1.0,0.0
338482	paperref:257607	paperref:257226	|	exists=NOTEXIST:P=1.0,0.0
334931	paperref:258570	paperref:253953	|	exists=NOTEXIST:P=1.0,0.0
340388	paperref:257883	paperref:253802	|	exists=NOTEXIST:P=1.0,0.0
364964	paperref:258143	paperref:253926	|	exists=NOTEXIST:P=1.0,0.0
369113	paperref:258915	paperref:257610	|	exists=NOTEXIST:P=1.0,0.0
354040	paperref:257247	paperref:257193	|	exists=NOTEXIST:P=1.0,0.0
338890	paperref:257223	paperref:256592	|
336666	paperref:253960	paperref:256647	|	exists=NOTEXIST:P=1.0,0.0
336637	paperref:253960	paperref:257192	|
378115	paperref:258727	paperref:254978	|	exists=NOTEXIST:P=1.0,0.0
360770	paperref:253553	paperref:256452	|	exists=NOTEXIST:P=1.0,0.0
345946	paperref:258803	paperref:256967	|	exists=NOTEXIST:P=1.0,0.0
378251	paperref:257811	paperref:255267	|	exists=NOTEXIST:P=1.0,0.0
360920	paperref:257250	paperref:257197	|
352399	paperref:256680	paperref:255639	|	exists=NOTEXIST:P=1.0,0.0
365959	paperref:255285	paperref:256454	|	exists=NOTEXIST:P=1.0,0.0
367241	paperref:257605	paperref:254304	|
347194	paperref:258741	paperref:255254	|	exists=NOTEXIST:P=1.0,0.0
341608	paperref:257715	paperref:256037	|	exists=NOTEXIST:P=1.0,0.0
340065	paperref:253608	paperref:254592	|	exists=NOTEXIST:P=1.0,0.0
337927	paperref:256877	paperref:256879	|	exists=EXIST:P=0.0,1.0
343402	paperref:253778	paperref:253959	|	exists=NOTEXIST:P=1.0,0.0
352852	paperref:254748	paperref:258627	|	exists=NOTEXIST:P=1.0,0.0
334501	paperref:257185	paperref:253952	|	exists=NOTEXIST:P=1.0,0.0
356637	paperref:257886	paperref:254484	|	exists=NOTEXIST:P=1.0,0.0
334119	paperref:256978	paperref:253980	|	exists=NOTEXIST:P=1.0,0.0
345812	paperref:254997	paperref:254474	|	exists=NOTEXIST:P=1.0,0.0
378668	paperref:253845	paperref:254981	|	exists=NOTEXIST:P=1.0,0.0
353145	paperref:256454	paperref:255368	|	exists=NOTEXIST:P=1.0,0.0
373905	paperref:258150	paperref:257189	|	exists=NOTEXIST:P=1.0,0.0
366007	paperref:254109	paperref:257196	|
365160	paperref:255858	paperref:257829	|
366554	paperref:253793	paperref:254306	|	exists=NOTEXIST:P=1.0,0.0
358454	paperref:253418	paperref:256965	|	exists=NOTEXIST:P=1.0,0.0
363514	paperref:256770	paperref:256588	|	exists=NOTEXIST:P=1.0,0.0
375821	paperref:258143	paperref:257322	|	exists=NOTEXIST:P=1.0,0.0
365194	paperref:256606	paperref:256605	|	exists=EXIST:P=0.0,1.0
356248	paperref:253665	paperref:253664	|	exists=EXIST:P=0.0,1.0
343077	paperref:256470	paperref:253958	|
374716	paperref:257190	paperref:257200	|	exists=EXIST:P=0.0,1.0
356104	paperref:254486	paperref:257177	|	exists=NOTEXIST:P=1.0,0.0
375866	paperref:255477	paperref:255474	|	exists=EXIST:P=0.0,1.0
339200	paperref:257607	paperref:257224	|
337720	paperref:257225	paperref:256772	|	exists=NOTEXIST:P=1.0,0.0
368770	paperref:258150	paperref:257176	|
362187	paperref:257257	paperref:257255	|	exists=EXIST:P=0.0,1.0
362222	paperref:257255	paperref:256452	|	exists=NOTEXIST:P=1.0,0.0
366537	paperref:254306	paperref:253789	|	exists=NOTEXIST:P=1.0,0.0
339345	paperref:257596	paperref:257885	|	exists=NOTEXIST:P=1.0,0.0
339062	paperref:258969	paperref:257316	|	exists=NOTEXIST:P=1.0,0.0
346455	paperref:257232	paperref:257086	|	exists=NOTEXIST:P=1.0,0.0
371158	paperref:258091	paperref:255887	|
361315	paperref:253991	paperref:253996	|	exists=EXIST:P=0.0,1.0
354384	paperref:257248	paperref:255900	|
360104	paperref:257514	paperref:257538	|
340795	paperref:256746	paperref:258413	|
369437	paperref:254722	paperref:256046	|	exists=NOTEXIST:P=1.0,0.0
337466	paperref:254837	paperref:257195	|
337338	paperref:253418	paperref:254600	|
365655	paperref:254880	paperref:258132	|
359157	paperref:255353	paperref:258977	|	exists=NOTEXIST:P=1.0,0.0
349217	paperref:258484	paperref:254825	|	exists=NOTEXIST:P=1.0,0.0
377224	paperref:257057	paperref:258991	|	exists=NOTEXIST:P=1.0,0.0
372418	paperref:256051	paperref:254170	|	exists=NOTEXIST:P=1.0,0.0
358995	paperref:256692	paperref:258994	|	exists=NOTEXIST:P=1.0,0.0
343897	paperref:257664	paperref:258572	|	exists=NOTEXIST:P=1.0,0.0
358496	paperref:256965	paperref:254879	|	exists=NOTEXIST:P=1.0,0.0
337977	paperref:257371	paperref:255460	|	exists=NOTEXIST:P=1.0,0.0
336306	paperref:254675	paperref:257221	|	exists=NOTEXIST:P=1.0,0.0
344652	paperref:257450	paperref:253418	|
372523	paperref:256383	paperref:255006	|	exists=NOTEXIST:P=1.0,0.0
362989	paperref:257205	paperref:254400	|
360644	paperref:258023	paperref:254800	|	exists=NOTEXIST:P=1.0,0.0
349345	paperref:255102	paperref:257883	|
357287	paperref:254482	paperref:257258	|	exists=NOTEXIST:P=1.0,0.0
334666	paperref:256765	paperref:254949	|
368203	paperref:257179	paperref:256652	|	exists=NOTEXIST:P=1.0,0.0
355378	paperref:254403	paperref:257011	|	exists=NOTEXIST:P=1.0,0.0
372937	paperref:254173	paperref:258770	|	exists=NOTEXIST:P=1.0,0.0
347631	paperref:256148	paperref:256150	|
336058	paperref:258573	paperref:257599	|	exists=NOTEXIST:P=1.0,0.0
375060	paperref:257217	paperref:256678	|
358229	paperref:258241	paperref:257823	|
334321	paperref:254902	paperref:253970	|
334440	paperref:257199	paperref:253952	|	exists=NOTEXIST:P=1.0,0.0
363110	paperref:256382	paperref:258310	|	exists=NOTEXIST:P=1.0,0.0
351729	paperref:255101	paperref:254002	|	exists=NOTEXIST:P=1.0,0.0
372227	paperref:258219	paperref:258222	|	exists=EXIST:P=0.0,1.0
363607	paperref:256598	paperref:255639	|	exists=NOTEXIST:P=1.0,0.0
355291	paperref:257012	paperref:257016	|	exists=EXIST:P=0.0,1.0
337796	paperref:256453	paperref:257595	|	exists=NOTEXIST:P=1.0,0.0
375392	paperref:254327	paperref:258994	|	exists=NOTEXIST:P=1.0,0.0
360541	paperref:254046	paperref:257320	|	exists=NOTEXIST:P=1.0,0.0
337882	paperref:255104	paperref:257595	|	exists=NOTEXIST:P=1.0,0.0
372777	paperref:257605	paperref:257888	|
370289	paperref:257181	paperref:254519	|
344890	paperref:253946	paperref:253944	|	exists=EXIST:P=0.0,1.0
362179	paperref:257255	paperref:257177	|	exists=NOTEXIST:P=1.0,0.0
355299	paperref:254400	paperref:257016	|	exists=NOTEXIST:P=1.0,0.0
344777	paperref:256794	paperref:256075	|	exists=NOTEXIST:P=1.0,0.0
349666	paperref:258800	paperref:254519	|	exists=NOTEXIST:P=1.0,0.0
373889	paperref:257189	paperref:254514	|	exists=NOTEXIST:P=1.0,0.0
332593	paperref:257590	paperref:256969	|	exists=NOTEXIST:P=1.0,0.0
335055	paperref:256766	paperref:256681	|	exists=NOTEXIST:P=1.0,0.0
353493	paperref:254108	paperref:258327	|
378840	paperref:254001	paperref:254002	|	exists=EXIST:P=0.0,1.0
349740	paperref:258051	paperref:253452	|	exists=NOTEXIST:P=1.0,0.0
334098	paperref:254605	paperref:254606	|	exists=EXIST:P=0.0,1.0
358844	paperref:253657	paperref:258548	|
348525	paperref:256145	paperref:253948	|	exists=NOTEXIST:P=1.0,0.0
353605	paperref:257947	paperref:257197	|	exists=NOTEXIST:P=1.0,0.0
346204	paperref:254847	paperref:254483	|	exists=NOTEXIST:P=1.0,0.0
343760	paperref:253979	paperref:257177	|	exists=NOTEXIST:P=1.0,0.0
361074	paperref:255645	paperref:254890	|
355158	paperref:254404	paperref:254102	|	exists=NOTEXIST:P=1.0,0.0
351586	paperref:256955	paperref:258597	|	exists=NOTEXIST:P=1.0,0.0
356625	paperref:257258	paperref:254484	|	exists=NOTEXIST:P=1.0,0.0
364811	paperref:258100	paperref:255855	|	exists=NOTEXIST:P=1.0,0.0
360743	paperref:253553	paperref:254514	|	exists=NOTEXIST:P=1.0,0.0
360329	paperref:257254	paperref:257180	|	exists=NOTEXIST:P=1.0,0.0
336643	paperref:253960	paperref:253779	|	exists=NOTEXIST:P=1.0,0.0
333894	paperref:256047	paperref:254986	|	exists=NOTEXIST:P=1.0,0.0
349315	paperref:255102	paperref:253993	|	exists=NOTEXIST:P=1.0,0.0
379181	paperref:258570	paperref:258572	|
376292	paperref:256047	paperref:256371	|	exists=NOTEXIST:P=1.0,0.0
369460	paperref:253793	paperref:256591	|
352188	paperref:256590	paperref:256682	|
368814	paperref:256051	paperref:257176	|	exists=NOTEXIST:P=1.0,0.0
361224	paperref:257259	paperref:257183	|	exists=NOTEXIST:P=1.0,0.0
332166	paperref:257591	paperref:253895	|	exists=NOTEXIST:P=1.0,0.0
357982	paperref:254892	paperref:254277	|	exists=NOTEXIST:P=1.0,0.0
373234	paperref:254515	paperref:254522	|	exists=EXIST:P=0.0,1.0
375334	paperref:257218	paperref:256679	|	exists=NOTEXIST:P=1.0,0.0
358018	paperref:256474	paperref:254277	|	exists=NOTEXIST:P=1.0,0.0
347393	paperref:255641	paperref:258955	|	exists=NOTEXIST:P=1.0,0.0
354048	paperref:258150	paperref:257247	|	exists=NOTEXIST:P=1.0,0.0
365224	paperref:253927	paperref:257128	|	exists=NOTEXIST:P=1.0,0.0
349116	paperref:255615	paperref:255657	|
344701	paperref:257450	paperref:254752	|
376868	paperref:254515	paperref:255461	|	exists=NOTEXIST:P=1.0,0.0
355047	paperref:257015	paperref:256590	|	exists=NOTEXIST:P=1.0,0.0
333982	paperref:256764	paperref:257600	|	exists=NOTEXIST:P=1.0,0.0
344234	paperref:253943	paperref:257015	|
368460	paperref:257178	paperref:254879	|	exists=NOTEXIST:P=1.0,0.0
368415	paperref:257178	paperref:254517	|	exists=NOTEXIST:P=1.0,0.0
351771	paperref:255101	paperref:254748	|
366759	paperref:254884	paperref:257186	|
363270	paperref:255701	paperref:255700	|	exists=EXIST:P=0.0,1.0
373124	paperref:253845	paperref:254523	|	exists=NOTEXIST:P=1.0,0.0
340904	paperref:255494	paperref:256262	|	exists=NOTEXIST:P=1.0,0.0
353713	paperref:253440	paperref:253980	|	exists=NOTEXIST:P=1.0,0.0
342756	paperref:255050	paperref:257193	|	exists=NOTEXIST:P=1.0,0.0
331992	paperref:254989	paperref:254150	|	exists=NOTEXIST:P=1.0,0.0
349399	paperref:255729	paperref:254102	|	exists=NOTEXIST:P=1.0,0.0
367532	paperref:254305	paperref:256593	|	exists=NOTEXIST:P=1.0,0.0
361052	paperref:257519	paperref:257195	|	exists=NOTEXIST:P=1.0,0.0
334255	paperref:254985	paperref:256052	|	exists=NOTEXIST:P=1.0,0.0
356452	paperref:254338	paperref:257219	|
379350	paperref:258821	paperref:258824	|
340021	paperref:253689	paperref:254824	|	exists=NOTEXIST:P=1.0,0.0
364588	paperref:256338	paperref:256015	|	exists=NOTEXIST:P=1.0,0.0
352081	paperref:255286	paperref:255367	|	exists=NOTEXIST:P=1.0,0.0
335837	paperref:253951	paperref:256677	|	exists=NOTEXIST:P=1.0,0.0
333914	paperref:257219	paperref:254986	|	exists=NOTEXIST:P=1.0,0.0
364928	paperref:254269	paperref:254949	|	exists=NOTEXIST:P=1.0,0.0
338927	paperref:256879	paperref:254757	|	exists=NOTEXIST:P=1.0,0.0
342865	paperref:257185	paperref:253897	|
332843	paperref:258807	paperref:258810	|	exists=EXIST:P=0.0,1.0
361177	paperref:257890	paperref:257259	|	exists=NOTEXIST:P=1.0,0.0
367643	paperref:257182	paperref:256025	|	exists=NOTEXIST:P=1.0,0.0
375144	paperref:258153	paperref:257193	|	exists=NOTEXIST:P=1.0,0.0
376622	paperref:254518	paperref:257538	|
361169	paperref:258147	paperref:257259	|
336516	paperref:253960	paperref:254308	|	exists=NOTEXIST:P=1.0,0.0
372080	paperref:258219	paperref:258221	|
333327	paperref:253978	paperref:254683	|	exists=NOTEXIST:P=1.0,0.0
339596	paperref:255056	paperref:257911	|	exists=NOTEXIST:P=1.0,0.0
367305	paperref:254105	paperref:256770	|
361597	paperref:257179	paperref:253993	|	exists=NOTEXIST:P=1.0,0.0
352325	paperref:256955	paperref:256956	|	exists=EXIST:P=0.0,1.0
351194	paperref:253454	paperref:258053	|	exists=NOTEXIST:P=1.0,0.0
344402	paperref:258616	paperref:254748	|	exists=NOTEXIST:P=1.0,0.0
372486	paperref:256038	paperref:256485	|	exists=NOTEXIST:P=1.0,0.0
349536	paperref:255729	paperref:258228	|	exists=NOTEXIST:P=1.0,0.0
359142	paperref:258743	paperref:255290	|	exists=NOTEXIST:P=1.0,0.0
338292	paperref:253800	paperref:253894	|	exists=NOTEXIST:P=1.0,0.0
376110	paperref:257316	paperref:257318	|	exists=EXIST:P=0.0,1.0
338650	paperref:256014	paperref:256878	|
347133	paperref:258954	paperref:257603	|
376082	paperref:258151	paperref:258145	|	exists=EXIST:P=0.0,1.0
342446	paperref:253899	paperref:254749	|	exists=NOTEXIST:P=1.0,0.0
373153	paperref:256453	paperref:256455	|	exists=EXIST:P=0.0,1.0
334166	paperref:257707	paperref:256117	|	exists=NOTEXIST:P=1.0,0.0
345969	paperref:258472	paperref:258764	|	exists=NOTEXIST:P=1.0,0.0
338972	paperref:256406	paperref:254183	|	exists=NOTEXIST:P=1.0,0.0
377462	paperref:258674	paperref:257200	|	exists=NOTEXIST:P=1.0,0.0
370231	paperref:257402	paperref:257406	|	exists=EXIST:P=0.0,1.0
337185	paperref:254183	paperref:257220	|	exists=NOTEXIST:P=1.0,0.0
335127	paperref:257185	paperref:256766	|	exists=NOTEXIST:P=1.0,0.0
343688	paperref:256592	paperref:258952	|	exists=NOTEXIST:P=1.0,0.0
341456	paperref:253896	paperref:257257	|	exists=NOTEXIST:P=1.0,0.0
352603	paperref:257634	paperref:257636	|
378614	paperref:255026	paperref:255025	|	exists=EXIST:P=0.0,1.0
364834	paperref:255456	paperref:254268	|	exists=NOTEXIST:P=1.0,0.0
358354	paperref:255071	paperref:255016	|	exists=NOTEXIST:P=1.0,0.0
364180	paperref:256125	paperref:254222	|	exists=NOTEXIST:P=1.0,0.0
336737	paperref:254834	paperref:257719	|	exists=NOTEXIST:P=1.0,0.0
356736	paperref:254407	paperref:257009	|	exists=NOTEXIST:P=1.0,0.0
364075	paperref:257741	paperref:258558	|	exists=NOTEXIST:P=1.0,0.0
360221	paperref:253891	paperref:253997	|
344369	paperref:258616	paperref:258146	|	exists=NOTEXIST:P=1.0,0.0
357579	paperref:258042	paperref:255352	|	exists=NOTEXIST:P=1.0,0.0
369317	paperref:257184	paperref:257888	|
341902	paperref:253893	paperref:257892	|	exists=NOTEXIST:P=1.0,0.0
333236	paperref:254342	paperref:258683	|	exists=NOTEXIST:P=1.0,0.0
375616	paperref:257086	paperref:257054	|	exists=NOTEXIST:P=1.0,0.0
339566	paperref:255056	paperref:255515	|	exists=NOTEXIST:P=1.0,0.0
334490	paperref:253952	paperref:256472	|	exists=NOTEXIST:P=1.0,0.0
379072	paperref:255536	paperref:255535	|	exists=EXIST:P=0.0,1.0
370312	paperref:257181	paperref:257538	|
358369	paperref:255014	paperref:255071	|	exists=NOTEXIST:P=1.0,0.0
332584	paperref:257590	paperref:253891	|
334091	paperref:256764	paperref:256595	|	exists=NOTEXIST:P=1.0,0.0
344786	paperref:257600	paperref:253944	|	exists=NOTEXIST:P=1.0,0.0
332792	paperref:253873	paperref:254988	|	exists=NOTEXIST:P=1.0,0.0
361963	paperref:254567	paperref:256830	|
368093	paperref:257179	paperref:255744	|	exists=NOTEXIST:P=1.0,0.0
331753	paperref:256768	paperref:258915	|	exists=NOTEXIST:P=1.0,0.0
379490	paperref:256596	paperref:256594	|	exists=EXIST:P=0.0,1.0
365059	paperref:256014	paperref:256252	|	exists=NOTEXIST:P=1.0,0.0
372571	paperref:257190	paperref:257606	|	exists=NOTEXIST:P=1.0,0.0
360950	paperref:253552	paperref:256034	|
360589	paperref:256880	paperref:254868	|
336298	paperref:255904	paperref:257221	|	exists=NOTEXIST:P=1.0,0.0
365867	paperref:254649	paperref:258229	|	exists=NOTEXIST:P=1.0,0.0
339810	paperref:254002	paperref:253805	|	exists=NOTEXIST:P=1.0,0.0
348620	paperref:258042	paperref:255617	|	exists=NOTEXIST:P=1.0,0.0
376796	paperref:256262	paperref:253622	|	exists=NOTEXIST:P=1.0,0.0
369052	paperref:257199	paperref:257610	|	exists=NOTEXIST:P=1.0,0.0
362973	paperref:254151	paperref:254400	|	exists=NOTEXIST:P=1.0,0.0
366665	paperref:254646	paperref:256597	|
340039	paperref:256869	paperref:254966	|	exists=NOTEXIST:P=1.0,0.0
366464	paperref:254883	paperref:257187	|	exists=NOTEXIST:P=1.0,0.0
371131	paperref:253432	paperref:257198	|	exists=NOTEXIST:P=1.0,0.0
357920	paperref:254330	paperref:257059	|
332734	paperref:254988	paperref:256049	|	exists=NOTEXIST:P=1.0,0.0
333927	paperref:254986	paperref:256052	|	exists=NOTEXIST:P=1.0,0.0
348130	paperref:255268	paperref:253754	|
346285	paperref:256414	paperref:256413	|	exists=EXIST:P=0.0,1.0
332478	paperref:258955	paperref:253957	|	exists=NOTEXIST:P=1.0,0.0
335465	paperref:254152	paperref:254983	|	exists=NOTEXIST:P=1.0,0.0
340427	paperref:253894	paperref:253802	|	exists=NOTEXIST:P=1.0,0.0
378965	paperref:253502	paperref:254865	|	exists=NOTEXIST:P=1.0,0.0
347317	paperref:254167	paperref:257935	|	exists=NOTEXIST:P=1.0,0.0
359730	paperref:257253	paperref:257256	|	exists=EXIST:P=0.0,1.0
342233	paperref:253894	paperref:255901	|	exists=NOTEXIST:P=1.0,0.0
379259	paperref:258420	paperref:258422	|	exists=EXIST:P=0.0,1.0
360397	paperref:257515	paperref:257196	|
351365	paperref:258802	paperref:257256	|	exists=NOTEXIST:P=1.0,0.0
362741	paperref:256789	paperref:254821	|	exists=NOTEXIST:P=1.0,0.0
331668	paperref:256768	paperref:253952	|
370657	paperref:258788	paperref:255883	|	exists=NOTEXIST:P=1.0,0.0
350811	paperref:253946	paperref:255225	|
336424	paperref:254601	paperref:257226	|	exists=NOTEXIST:P=1.0,0.0
378341	paperref:256839	paperref:258132	|	exists=NOTEXIST:P=1.0,0.0
374880	paperref:257883	paperref:253900	|	exists=NOTEXIST:P=1.0,0.0
372533	paperref:257604	paperref:257606	|	exists=EXIST:P=0.0,1.0
359286	paperref:253998	paperref:254290	|
362817	paperref:257190	paperref:253997	|	exists=NOTEXIST:P=1.0,0.0
332214	paperref:256769	paperref:257602	|
360690	paperref:256047	paperref:258746	|
359723	paperref:257253	paperref:257255	|
348057	paperref:258519	paperref:254107	|
332751	paperref:254988	paperref:256046	|	exists=NOTEXIST:P=1.0,0.0
360402	paperref:257515	paperref:257191	|	exists=NOTEXIST:P=1.0,0.0
358289	paperref:257012	paperref:254939	|	exists=NOTEXIST:P=1.0,0.0
346745	paperref:253459	paperref:254522	|	exists=NOTEXIST:P=1.0,0.0
369252	paperref:256051	paperref:254723	|	exists=NOTEXIST:P=1.0,0.0
339410	paperref:254586	paperref:253609	|	exists=NOTEXIST:P=1.0,0.0
373948	paperref:253845	paperref:257189	|	exists=NOTEXIST:P=1.0,0.0
370169	paperref:257180	paperref:257891	|	exists=NOTEXIST:P=1.0,0.0
363573	paperref:258106	paperref:258092	|	exists=EXIST:P=0.0,1.0
349027	paperref:254476	paperref:256586	|	exists=NOTEXIST:P=1.0,0.0
